,quadkey,avg_d_mbps,avg_u_mbps,avg_lat_ms,tests,devices,DISTRITO,year,quarter,year_quarter,date,Fecha_Entrada,post
81,2100300121220013,19.186,1.959,21,33,3,SANTIAGO DE SURCO,2019,1,2019Q1,2019Q1,2020Q4,0
82,2100300120331130,39.644,4.564,13,44,13,SANTIAGO DE SURCO,2019,1,2019Q1,2019Q1,2020Q4,0
83,2100300121220203,22.878,7.354,16,53,23,SANTIAGO DE SURCO,2019,1,2019Q1,2019Q1,2020Q4,0
84,2100300121202133,32.862,6.397,10,78,22,SANTIAGO DE SURCO,2019,1,2019Q1,2019Q1,2020Q4,0
85,2100300120331332,18.802,7.762,11,11,7,SANTIAGO DE SURCO,2019,1,2019Q1,2019Q1,2020Q4,0
86,2100300121202121,14.997,2.389,11,65,11,SANTIAGO DE SURCO,2019,1,2019Q1,2019Q1,2020Q4,0
87,2100300120331110,32.248,5.543,12,64,27,SANTIAGO DE SURCO,2019,1,2019Q1,2019Q1,2020Q4,0
88,2100300121202302,25.511,4.781,14,350,50,SANTIAGO DE SURCO,2019,1,2019Q1,2019Q1,2020Q4,0
89,2100300121202123,21.762,10.916,13,35,13,SANTIAGO DE SURCO,2019,1,2019Q1,2019Q1,2020Q4,0
90,2100300120331213,14.502,2.506,36,23,10,SANTIAGO DE SURCO,2019,1,2019Q1,2019Q1,2020Q4,0
91,2100300121202011,30.242,10.217,19,67,26,SANTIAGO DE SURCO,2019,1,2019Q1,2019Q1,2020Q4,0
92,2100300120331103,27.714,4.826,18,250,43,SANTIAGO DE SURCO,2019,1,2019Q1,2019Q1,2020Q4,0
93,2100300121202303,30.663,6.729,21,98,18,SANTIAGO DE SURCO,2019,1,2019Q1,2019Q1,2020Q4,0
94,2100300121202001,38.739,4.026,45,26,15,SANTIAGO DE SURCO,2019,1,2019Q1,2019Q1,2020Q4,0
95,2100300121220100,25.551,3.576,21,91,15,SANTIAGO DE SURCO,2019,1,2019Q1,2019Q1,2020Q4,0
96,2100300121200330,30.851,8.261,15,70,21,SANTIAGO DE SURCO,2019,1,2019Q1,2019Q1,2020Q4,0
97,2100300121220223,15.701,3.379,54,77,14,SANTIAGO DE SURCO,2019,1,2019Q1,2019Q1,2020Q4,0
98,2100300121202030,21.042,4.45,16,60,8,SANTIAGO DE SURCO,2019,1,2019Q1,2019Q1,2020Q4,0
99,2100300121202110,43.482,6.724,12,36,10,SANTIAGO DE SURCO,2019,1,2019Q1,2019Q1,2020Q4,0
100,2100300120331013,34.842,5.496,19,164,50,SANTIAGO DE SURCO,2019,1,2019Q1,2019Q1,2020Q4,0
101,2100300121202122,26.816,9.25,13,238,62,SANTIAGO DE SURCO,2019,1,2019Q1,2019Q1,2020Q4,0
102,2100300120331033,24.671,5.646,15,36,12,SANTIAGO DE SURCO,2019,1,2019Q1,2019Q1,2020Q4,0
103,2100300121202103,40.722,6.775,15,86,19,SANTIAGO DE SURCO,2019,1,2019Q1,2019Q1,2020Q4,0
104,2100300120331301,23.329,5.113,50,115,26,SANTIAGO DE SURCO,2019,1,2019Q1,2019Q1,2020Q4,0
105,2100300121202031,36.122,21.091,8,77,20,SANTIAGO DE SURCO,2019,1,2019Q1,2019Q1,2020Q4,0
106,2100300121200321,29.129,5.444,15,33,15,SANTIAGO DE SURCO,2019,1,2019Q1,2019Q1,2020Q4,0
107,2100300121220033,23.403,3.599,11,8,6,SANTIAGO DE SURCO,2019,1,2019Q1,2019Q1,2020Q4,0
108,2100300120331300,36.173,4.541,11,44,14,SANTIAGO DE SURCO,2019,1,2019Q1,2019Q1,2020Q4,0
109,2100300121202012,23.75,6.051,13,24,8,SANTIAGO DE SURCO,2019,1,2019Q1,2019Q1,2020Q4,0
110,2100300121202132,15.476,4.554,24,23,5,SANTIAGO DE SURCO,2019,1,2019Q1,2019Q1,2020Q4,0
111,2100300120333110,24.605,9.143,15,32,9,SANTIAGO DE SURCO,2019,1,2019Q1,2019Q1,2020Q4,0
112,2100300121200322,34.707,7.904,19,48,19,SANTIAGO DE SURCO,2019,1,2019Q1,2019Q1,2020Q4,0
113,2100300121202321,37.302,6.41,10,11,3,SANTIAGO DE SURCO,2019,1,2019Q1,2019Q1,2020Q4,0
114,2100300120333112,15.981,3.144,24,32,9,SANTIAGO DE SURCO,2019,1,2019Q1,2019Q1,2020Q4,0
115,2100300121202322,20.619,5.788,40,14,11,SANTIAGO DE SURCO,2019,1,2019Q1,2019Q1,2020Q4,0
116,2100300121220201,46.574,6.215,15,46,9,SANTIAGO DE SURCO,2019,1,2019Q1,2019Q1,2020Q4,0
117,2100300120331302,14.383,4.923,21,9,3,SANTIAGO DE SURCO,2019,1,2019Q1,2019Q1,2020Q4,0
118,2100300121202323,6.887,2.325,36,2,2,SANTIAGO DE SURCO,2019,1,2019Q1,2019Q1,2020Q4,0
119,2100300121220032,29.868,3.407,14,3,3,SANTIAGO DE SURCO,2019,1,2019Q1,2019Q1,2020Q4,0
120,2100300121220102,4.225,1.04,18,3,2,SANTIAGO DE SURCO,2019,1,2019Q1,2019Q1,2020Q4,0
121,2100300120301001,19.6,4.768,17,10,8,CALLAO,2019,1,2019Q1,2019Q1,,0
122,2100300120123103,24.404,3.031,17,40,6,CALLAO,2019,1,2019Q1,2019Q1,,0
123,2100300120123310,18.499,3.796,20,25,9,CALLAO,2019,1,2019Q1,2019Q1,,0
124,2100300120123122,20.954,4.102,25,79,23,CALLAO,2019,1,2019Q1,2019Q1,,0
125,2100300120301023,27.208,4.049,17,41,8,CALLAO,2019,1,2019Q1,2019Q1,,0
126,2100300120301013,23.798,10.472,12,158,5,CALLAO,2019,1,2019Q1,2019Q1,,0
127,2100300120300210,21.138,2.427,10,17,3,CALLAO,2019,1,2019Q1,2019Q1,,0
128,2100300120301130,10.803,2.209,18,151,6,CALLAO,2019,1,2019Q1,2019Q1,,0
129,2100300120123321,26.047,2.88,41,8,4,CALLAO,2019,1,2019Q1,2019Q1,,0
130,2100300120301131,10.729,3.873,33,7,4,CALLAO,2019,1,2019Q1,2019Q1,,0
131,2100300120301021,13.916,5.935,72,13,7,CALLAO,2019,1,2019Q1,2019Q1,,0
132,2100300120123312,33.33,4.206,13,31,3,CALLAO,2019,1,2019Q1,2019Q1,,0
133,2100300120300130,18.641,2.072,20,35,4,CALLAO,2019,1,2019Q1,2019Q1,,0
134,2100300120123303,29.609,5.253,11,16,4,CALLAO,2019,1,2019Q1,2019Q1,,0
135,2100300120301113,28.95,18.276,89,18,9,CALLAO,2019,1,2019Q1,2019Q1,,0
136,2100300120123001,16.241,6.583,14,21,11,CALLAO,2019,1,2019Q1,2019Q1,,0
137,2100300120123211,8.836,3.848,44,16,12,CALLAO,2019,1,2019Q1,2019Q1,,0
138,2100300120123301,17.336,2.359,11,26,11,CALLAO,2019,1,2019Q1,2019Q1,,0
139,2100300120301103,31.944,14.684,16,69,15,CALLAO,2019,1,2019Q1,2019Q1,,0
140,2100300120123000,19.568,4.34,11,21,5,CALLAO,2019,1,2019Q1,2019Q1,,0
141,2100300120301032,24.15,4.691,14,44,9,CALLAO,2019,1,2019Q1,2019Q1,,0
142,2100300120300203,21.72,3.495,175,64,11,CALLAO,2019,1,2019Q1,2019Q1,,0
143,2100300120301012,20.284,5.693,17,23,8,CALLAO,2019,1,2019Q1,2019Q1,,0
144,2100300120123322,11.523,3.577,107,9,5,CALLAO,2019,1,2019Q1,2019Q1,,0
145,2100300120121203,65.115,3.899,15,109,1,CALLAO,2019,1,2019Q1,2019Q1,,0
146,2100300120310002,19.359,8.712,39,22,13,CALLAO,2019,1,2019Q1,2019Q1,,0
147,2100300120301020,27.672,4.66,15,61,5,CALLAO,2019,1,2019Q1,2019Q1,,0
148,2100300120123130,22.66,4.015,19,20,7,CALLAO,2019,1,2019Q1,2019Q1,,0
149,2100300120300131,18.6,2.465,37,25,9,CALLAO,2019,1,2019Q1,2019Q1,,0
150,2100300120301010,21.9,5.427,10,12,1,CALLAO,2019,1,2019Q1,2019Q1,,0
151,2100300120310020,29.849,4.353,41,51,15,CALLAO,2019,1,2019Q1,2019Q1,,0
152,2100300120123100,33.83,3.893,10,7,4,CALLAO,2019,1,2019Q1,2019Q1,,0
153,2100300120123320,64.001,7.181,33,7,2,CALLAO,2019,1,2019Q1,2019Q1,,0
154,2100300120301030,35.447,3.176,25,18,10,CALLAO,2019,1,2019Q1,2019Q1,,0
155,2100300120121223,12.601,3.836,24,9,7,CALLAO,2019,1,2019Q1,2019Q1,,0
156,2100300120123300,28.486,4.257,19,13,8,CALLAO,2019,1,2019Q1,2019Q1,,0
157,2100300120123121,28.421,3.809,81,45,12,CALLAO,2019,1,2019Q1,2019Q1,,0
158,2100300120300301,17.08,2.771,48,28,5,CALLAO,2019,1,2019Q1,2019Q1,,0
159,2100300120123011,12.118,2.145,19,4,3,CALLAO,2019,1,2019Q1,2019Q1,,0
160,2100300120121210,31.783,4.071,12,4,4,CALLAO,2019,1,2019Q1,2019Q1,,0
161,2100300120121232,22.211,3.772,18,16,7,CALLAO,2019,1,2019Q1,2019Q1,,0
162,2100300120121221,28.012,6.662,9,25,3,CALLAO,2019,1,2019Q1,2019Q1,,0
163,2100300120123132,24.758,3.185,10,58,5,CALLAO,2019,1,2019Q1,2019Q1,,0
164,2100300120301022,23.027,4.419,21,25,6,CALLAO,2019,1,2019Q1,2019Q1,,0
165,2100300120123031,36.442,4.065,58,24,8,CALLAO,2019,1,2019Q1,2019Q1,,0
166,2100300120300133,21.769,3.915,21,59,10,CALLAO,2019,1,2019Q1,2019Q1,,0
167,2100300120123302,15.545,3.01,21,12,6,CALLAO,2019,1,2019Q1,2019Q1,,0
168,2100300120301121,22.641,4.633,20,67,22,CALLAO,2019,1,2019Q1,2019Q1,,0
169,2100300120123213,14.634,10.622,73,52,9,CALLAO,2019,1,2019Q1,2019Q1,,0
170,2100300120123120,29.938,3.781,136,74,11,CALLAO,2019,1,2019Q1,2019Q1,,0
171,2100300120301000,4.694,1.277,19,165,2,CALLAO,2019,1,2019Q1,2019Q1,,0
172,2100300120123013,18.294,2.846,16,29,13,CALLAO,2019,1,2019Q1,2019Q1,,0
173,2100300120300122,9.831,2.541,22,3,2,CALLAO,2019,1,2019Q1,2019Q1,,0
174,2100300120300312,25.647,3.593,13,3,3,CALLAO,2019,1,2019Q1,2019Q1,,0
175,2100300120301120,30.214,7.826,19,8,4,CALLAO,2019,1,2019Q1,2019Q1,,0
176,2100300120123323,21.447,1.834,15,9,2,CALLAO,2019,1,2019Q1,2019Q1,,0
177,2100300120123123,48.012,5.233,19,5,4,CALLAO,2019,1,2019Q1,2019Q1,,0
178,2100300120301031,21.842,2.839,15,8,4,CALLAO,2019,1,2019Q1,2019Q1,,0
179,2100300120300310,20.035,2.662,13,12,4,CALLAO,2019,1,2019Q1,2019Q1,,0
180,2100300120121201,18.315,2.566,15,11,4,CALLAO,2019,1,2019Q1,2019Q1,,0
181,2100300120301100,39.627,14.467,28,14,2,CALLAO,2019,1,2019Q1,2019Q1,,0
182,2100300120122312,38.302,7.358,13,1,1,CALLAO,2019,1,2019Q1,2019Q1,,0
183,2100300120123033,15.811,3.549,12,3,3,CALLAO,2019,1,2019Q1,2019Q1,,0
184,2100300120123010,16.777,3.422,12,18,9,CALLAO,2019,1,2019Q1,2019Q1,,0
185,2100300120123102,45.771,4.482,10,9,3,CALLAO,2019,1,2019Q1,2019Q1,,0
186,2100300120300123,19.921,3.163,28,22,8,CALLAO,2019,1,2019Q1,2019Q1,,0
187,2100300120300132,15.236,1.492,42,10,5,CALLAO,2019,1,2019Q1,2019Q1,,0
188,2100300120301011,32.459,4.46,14,10,4,CALLAO,2019,1,2019Q1,2019Q1,,0
189,2100300120300121,9.001,3.228,40,2,1,CALLAO,2019,1,2019Q1,2019Q1,,0
190,2100300120122301,0.197,0.117,41,1,1,CALLAO,2019,1,2019Q1,2019Q1,,0
191,2100300120300111,12.189,1.318,10,1,1,CALLAO,2019,1,2019Q1,2019Q1,,0
192,2100300120122310,14.067,4.475,14,8,2,CALLAO,2019,1,2019Q1,2019Q1,,0
193,2100300120123003,22.614,3.14,12,2,1,CALLAO,2019,1,2019Q1,2019Q1,,0
194,2100300120102312,3.864,0.102,44,4,1,CALLAO,2019,1,2019Q1,2019Q1,,0
195,2100300120121323,21.877,5.246,13,49,12,SAN MARTIN DE PORRES,2019,1,2019Q1,2019Q1,2020Q4,0
196,2100300120132212,9.252,4.763,21,27,6,SAN MARTIN DE PORRES,2019,1,2019Q1,2019Q1,2020Q4,0
197,2100300120132323,31.016,5.113,26,1142,14,SAN MARTIN DE PORRES,2019,1,2019Q1,2019Q1,2020Q4,0
198,2100300120132322,40.059,4.66,21,164,15,SAN MARTIN DE PORRES,2019,1,2019Q1,2019Q1,2020Q4,0
199,2100300120123103,24.404,3.031,17,40,6,SAN MARTIN DE PORRES,2019,1,2019Q1,2019Q1,2020Q4,0
200,2100300120132321,34.906,21.102,10,66,15,SAN MARTIN DE PORRES,2019,1,2019Q1,2019Q1,2020Q4,0
201,2100300120132211,13.08,2.327,28,37,8,SAN MARTIN DE PORRES,2019,1,2019Q1,2019Q1,2020Q4,0
202,2100300120123310,18.499,3.796,20,25,9,SAN MARTIN DE PORRES,2019,1,2019Q1,2019Q1,2020Q4,0
203,2100300120121231,20.446,3.074,15,5,3,SAN MARTIN DE PORRES,2019,1,2019Q1,2019Q1,2020Q4,0
204,2100300120121311,17.402,5.258,11,47,8,SAN MARTIN DE PORRES,2019,1,2019Q1,2019Q1,2020Q4,0
205,2100300120132203,25.164,4.313,16,18,6,SAN MARTIN DE PORRES,2019,1,2019Q1,2019Q1,2020Q4,0
206,2100300120121300,30.387,4.68,12,20,2,SAN MARTIN DE PORRES,2019,1,2019Q1,2019Q1,2020Q4,0
207,2100300120132200,23.066,4.343,98,20,10,SAN MARTIN DE PORRES,2019,1,2019Q1,2019Q1,2020Q4,0
208,2100300120121333,26.788,3.935,15,32,9,SAN MARTIN DE PORRES,2019,1,2019Q1,2019Q1,2020Q4,0
209,2100300120123321,26.047,2.88,41,8,4,SAN MARTIN DE PORRES,2019,1,2019Q1,2019Q1,2020Q4,0
210,2100300120121122,30.117,4.291,11,79,4,SAN MARTIN DE PORRES,2019,1,2019Q1,2019Q1,2020Q4,0
211,2100300120123332,39.316,7.956,12,70,5,SAN MARTIN DE PORRES,2019,1,2019Q1,2019Q1,2020Q4,0
212,2100300120132120,25.296,4.745,22,36,11,SAN MARTIN DE PORRES,2019,1,2019Q1,2019Q1,2020Q4,0
213,2100300120123312,33.33,4.206,13,31,3,SAN MARTIN DE PORRES,2019,1,2019Q1,2019Q1,2020Q4,0
214,2100300120132022,26.388,4.105,135,24,12,SAN MARTIN DE PORRES,2019,1,2019Q1,2019Q1,2020Q4,0
215,2100300120132223,20.941,3.92,13,90,16,SAN MARTIN DE PORRES,2019,1,2019Q1,2019Q1,2020Q4,0
216,2100300120132303,33.676,5.936,16,46,12,SAN MARTIN DE PORRES,2019,1,2019Q1,2019Q1,2020Q4,0
217,2100300120123303,29.609,5.253,11,16,4,SAN MARTIN DE PORRES,2019,1,2019Q1,2019Q1,2020Q4,0
218,2100300120121013,23.633,2.994,20,41,3,SAN MARTIN DE PORRES,2019,1,2019Q1,2019Q1,2020Q4,0
219,2100300120132222,18.061,2.69,14,48,11,SAN MARTIN DE PORRES,2019,1,2019Q1,2019Q1,2020Q4,0
220,2100300120132030,18.796,2.909,16,13,9,SAN MARTIN DE PORRES,2019,1,2019Q1,2019Q1,2020Q4,0
221,2100300120132221,12.193,2.757,193,41,7,SAN MARTIN DE PORRES,2019,1,2019Q1,2019Q1,2020Q4,0
222,2100300120123001,16.241,6.583,14,21,11,SAN MARTIN DE PORRES,2019,1,2019Q1,2019Q1,2020Q4,0
223,2100300120132231,20.891,3.488,14,20,14,SAN MARTIN DE PORRES,2019,1,2019Q1,2019Q1,2020Q4,0
224,2100300120123301,17.336,2.359,11,26,11,SAN MARTIN DE PORRES,2019,1,2019Q1,2019Q1,2020Q4,0
225,2100300120123101,23.264,4.155,45,33,9,SAN MARTIN DE PORRES,2019,1,2019Q1,2019Q1,2020Q4,0
226,2100300120121111,32.452,4.539,11,17,3,SAN MARTIN DE PORRES,2019,1,2019Q1,2019Q1,2020Q4,0
227,2100300120132320,27.285,4.51,11,61,13,SAN MARTIN DE PORRES,2019,1,2019Q1,2019Q1,2020Q4,0
228,2100300120123131,17.171,2.908,23,30,10,SAN MARTIN DE PORRES,2019,1,2019Q1,2019Q1,2020Q4,0
229,2100300120132213,15.594,3.723,24,62,15,SAN MARTIN DE PORRES,2019,1,2019Q1,2019Q1,2020Q4,0
230,2100300120132122,25.247,3.944,14,96,7,SAN MARTIN DE PORRES,2019,1,2019Q1,2019Q1,2020Q4,0
231,2100300120123313,18.248,6.884,28,43,5,SAN MARTIN DE PORRES,2019,1,2019Q1,2019Q1,2020Q4,0
232,2100300120121203,65.115,3.899,15,109,1,SAN MARTIN DE PORRES,2019,1,2019Q1,2019Q1,2020Q4,0
233,2100300120132300,27.312,4.592,29,44,8,SAN MARTIN DE PORRES,2019,1,2019Q1,2019Q1,2020Q4,0
234,2100300120123130,22.66,4.015,19,20,7,SAN MARTIN DE PORRES,2019,1,2019Q1,2019Q1,2020Q4,0
235,2100300120121310,40.553,6.036,18,7,5,SAN MARTIN DE PORRES,2019,1,2019Q1,2019Q1,2020Q4,0
236,2100300120123100,33.83,3.893,10,7,4,SAN MARTIN DE PORRES,2019,1,2019Q1,2019Q1,2020Q4,0
237,2100300120121130,8.458,0.82,10,5,3,SAN MARTIN DE PORRES,2019,1,2019Q1,2019Q1,2020Q4,0
